Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2015-01-15,Bombali,Safroko Limba,Kasengbeh,Kakontoyana,NA,1,1,Youth Leader,High,They want medical facilities so they can know their status,Are we alone in this fght? When will the fight end?,Eating bush meat. Body contact. Washing dead body that is infected,"No one is allowed to move out of the community to attend burial. If any one is caught will pay fie of Le 60,000 within a week",They need medicalfacilities in this community and they also want the government to be thinking about them,NA
2015-01-15,Bombali,Safroko Limba,Binkolo 2,Kamakaray,NA,1,1,Ordinary citizen,High,Let us try to be visiting them often. No one has ever been their for Ebola,Can the mobilisers conitnue to visit them regularly? Can the mobilisers be their saviour in terms of Ebola?,Accommodating strangers  ,NO BYE-LAWS HAVE BEEN DEVELOPED IN THE COMMUNITY. ,We are the first people to enter their community to talk about Ebola. They said they are not friends of Ebola and that they are not going to worry about it.,NA
2015-01-15,Bombali,Safroko Limba,Kayassie,Kamonkoin 1,NA,1,1,Youth Leader,Very High,Their concern is to kick Ebola out of the country,They need help from the governmen t to see that they are free form Ebola,Sleeping out of the community. Body contact. Publick gathering,"No lodging of stranger if not fine of Le 500,000. No keeping of sick person if not fine of Le 500,000. No publick gathering if not, Le 500,000",The restriction of movement is a prblem  and that has made it difficult for them to afford good food,NA
2015-01-15,Bombali,Safroko Limba,Binkolo ,Kasengbarian,NA,1,1,Ordinary citizen,Low,Life has deteriorated because of Ebola. No schooling.,When will Ebola end? Are we not celebrating Easter day?,Washing dead bodies. Hiding sick person. ,Mounting of check point. Checking for sick people every morning,Supply of buckets and government should do house to house search to removing sick persons,Logistics 
2015-01-15,Bombali,Safroko Limba,Kabonka,Kateneh,NA,1,1,Village head,High,Ebola has deprived the community like children not going to school,When will ebola end,Denial that ebola is not real,Fine any low breakers cough in hosting vistors,I heard the community discussing about the danger of ebola,NA
2015-01-15,Bombali,Safroko Limba,Kargbo Ii,Maselleh,NA,1,1,Chief,High,NA,NA,Washing the body of the dead.,"No washing of dead body. No kkeping of sick person. No community burial. Defaulters pay fine of Le 500,000.",NA,They can do it well.
2015-01-15,Bombali,Safroko Limba,Kargbo I,Mayaribo,NA,1,1,ordinary citizen,High,We are not happy because there are no ceremonies on the dead.,Why is the burial team not allowing us to perform ceremonies on the dead?,Hand shaking. Body contcat. Eating of bush animals.,No stranger is allowed in the community.,We don't like the way the burial team is buring the dead.,They can do it.
2015-01-15,Bombali,Sanda Loko,Manonkoh,Bamio,NA,1,1,Chief,High,We will try very hard to prevent ebola from enetering our community.,When will there be zero case in Bombali District.,Body contact. Eating of bush meat. Hand shaking.,No illegal gathering. No strangers are allowed.,The chief will fine any individual who breaks the bye-laws.,NA
2015-01-15,Bombali,Sanda Loko,Kindiya,Conakry,NA,1,1,Youth Leader,Medium,We want schools tore-open now.,When will ebola end?,"washing and touching dead bodies, taking care of the sick, eating bush meat",No accomodation of strangers in the community.,NA,The people are willing to carry out the action plan.
2015-01-15,Bombali,Sanda Loko,Kamalo,Fandehun,NA,1,1,Youth Leader,High,Business and farming activities have been affected.,When will schools re-open?,Body contcat. Touching the dead and sick.,"No stranger. No kkeping of sick person. defaulters pay fine Le 500,000. ",We are afraid to drink the water at the community water well.,NA
2015-01-15,Bombali,Sanda Loko,Rothatha,Kadamba,NA,1,1,ordinary citizen,High,when will schools reopen,"what if someone sneezes then touches an item,then someone else touches it,can ebola be contacted like that?",washing a sick person and washing a dead body.,"they should not loge strangers,they should not keep sick person at home,no fighting,no public garthering,no playing football,they should not touch,wash or buried a dead bperson.anyone that disobyed these laws must pay a fine of le500,000.",NA,"yes, rubber bucket and saop to wash hands regularly."
2015-01-15,Bombali,Sanda Loko,Kaindama,Mabanta,NA,1,1,Youth Leader,High,"If some one dies or is sick, they should care for him or her.","If a suckling baby is sick, how should te parents care for that baby before taking him/mer to the health center.",Washing the dead. Caring for the sick without protecting yourself.,"No public gathering. No stranger is allowed. No body contact. No ahnd shaing. No buring of dead person in the community. No eating of dead animal in the community. Defaulters pay a fine of le 500,000.",NA,NA
2015-01-15,Bombali,Sanda Loko,Robonko,Mareneh,NA,1,1,town headman,High,"the restriction of movement has caused more poverty for us,A TBA said ,since ebola threre has been no worshop,no movement,no supply","our children came home before ebola,will it be possible for us to send them back to school?","washing of the dead,taking care of  a effected person",No public gathering. Regular hand washing. No traditional activities.,Nothing important.,Availability of veronica rubber.
2015-01-15,Bombali,Sanda Loko,Laminaya Loko,Mayabawah,NA,1,1,Youth Leader,High,Whosoever they take to the treatment center is injected to death.,What is the cost of treatment for ebola sick person?,Touching a sick person. Touching a dead body.,Public gathering. No eating of bush meat. No visitor is allowed in the community. No touching of dead body.,About the coorperation of not allowing stranger in their community.,"I fear, because they have high expectation for money."
2015-01-15,Bombali,Sanda Loko,Kania,Ro-Chain Fulla,NA,1,1,ordinary citizen,High,We want the government to support our community.,When will ebola come to an end?,Hand shaking. Public gathering. Through sex. Sneezing. Washing of dead bodies. Caring for sick person.,Mounting and running a check point. No film show. No football playing. No disco show. Gurading the community.,NA,They are ready to carry out the action plan.
2015-01-15,Bombali,Sanda Loko,Manathie,Robanka,NA,1,1,Teacher,High,We want commnity health center. We want our children to have free education.,When will ebola end?,Touching of dead bodies. Washing dead bodies. Taking care of sick erson. Body contact with another person.,"No stranger is allowed. Defaulters pat fine of Le 500,000.",We need community water well and community health center.,NA
2015-01-15,Bombali,Sanda Loko,Robanka,Rochain,NA,1,1,Shiek,High,The restricted movement of people from one place to another has caused a lot of problem on our businesses.,What will be the impact of SMAC after ebola would have ended.,Washing of the dead. Touching of the sick. Eating of bush meat. Burial visit. Hand shaking. Body contact. Sexual intercourse.,Water well prevention. No stranger is allowed. Nobody is allowed to enter the community after 12:00 P.M. Taking permission from community authorities before leaving the community for any journey. No sick person is allowed. No burial visit.,NA,"Network problem, especially to call 117"
2015-01-15,Bombali,Sanda Tendaren,Sandugu(Yankahala),Madina,NA,1,1,head man,Very High,NA,NA,n,Hand washing. No stranger is allowed. No washingof dead bodies.No touching of sick person,NA,NA
2015-01-15,Bombali,Sanda Tendaren,Kalangba,Makor,NA,1,1,Youth Leader,High,When ebola will end because thjinks are difficult for us,NA,Hand touching. Washing and touching of sick and dead person.Exchange of tolite with sick person.Hand shaking,No hiding of sick person.No strangers allowed.Washing hands when coming from the farm.No washing and touching of dead person,NA,NA
2015-01-15,Bombali,Sanda Tendaren,Rosos,Marampa,NA,1,1,Health worker,High,the people are asking if the are going to give then money,schools are going to open this month,No strangers are allowed,Keeping sick people.No strangers are allowed,NA,NA
2015-01-15,Bombali,Sanda Tendaren,Rogboreh,Maratha,NA,1,1,Ordinary citizen,High,to end ebola,if the sick end are we going to know immediately,body contact,No stranger is allowed.Report any sick person,They are very happy to get people to sensintise them about ebola,NA
2015-01-15,Bombali,Sanda Tendaren,Mateboi,Rokgbonah,NA,1,1,Ordinary citizen,Medium,The dressing of a dead woman by the burial team who are all male,How long would the virus live out side human body?,No lodging of strangers who might come from an ebola area. ,No lodging of strangers who might come from an ebola area. Hand washing. Abadon strangers from other area. ,Most of the community people consider the mobilisers to be working for money rather than volunteering,NA
2015-01-15,Bombali,Sanda Tendaren,Rogbin,Rosinoh,NA,1,1,Youth Leader,Medium,NA,Since the burial team has already protected themselves why the should not takeresponsibility to wash and dress dead body,Body contact,Wash hand with soap and water.No body contact,NA,NA
2015-01-15,Bombali,Sanda Tendaren,Sendugu,Royama Fula,NA,1,1,Ordinary citizen,High,They want Ebola to end now,When will Ebola end?,Eating bush meat.,No strangers allowed. No public gathering. No eating of bush meat,NA,NA
2015-01-15,Bombali,Sella Limba,Mamankoh,Kagboray,NA,1,1,Health Worker,High,When schools will re-open.,"When somebody is dead, should we wash the body?",Health worker without PPEs caring for someone who has high fever. Touching the body of somebody who has died.,Regular hand washing in the community.,NA,We foresee no obstacles.
2015-01-15,Bombali,Sella Limba,Magbonkanie Ii,Kakamba,NA,1,1,Ordinary Citizen,High,NA,Will there be any provision for people who have other diseases and do not have money to pay for treatment.,Washing the dead.,"Don't keep sick people, refer them to the health center. No stranger is allowed. No football activities. No hand shaking. No gathering. No selling of bush meat. No washing of the dead. Regular hand washing. Calling 117 for any sick oer death cases.","No important discussion, becauae no one is allowed to talk during the session.",No obstacles.
2015-01-15,Bombali,Sella Limba,Magbonkanie Ii,Kakamba,NA,1,NA,Ordinary Citizen,High,NA,Will there be any provision for people who have other diseases and do not have money to pay for treatment.,Washing the dead.,"Don't keep sick people, refer them to the health center. No stranger is allowed. No football activities. No hand shaking. No gathering. No selling of bush meat. No washing of the dead. Regular hand washing. Calling 117 for any sick oer death cases.","No important discussion, becauae no one is allowed to talk during the session.",No obstacles.
2015-01-15,Bombali,Sella Limba,Kayimbor,Kamankay,NA,1,1,Youth Leader,High,NA,NA,Body contact. Hand shaking with another person. Keeping sick person at home. Attending burial ceremonies.,"Strangers are not allowed. No hand shaking. No keeping ofsick person at home. Defaulters pay a fine of Le 50,000.",We want ebola to end now. We are tired of hearing about this disease.,No obstacle to carry out the action plan.
2015-01-15,Bombali,Sella Limba,Kayimbor,Kamankay,NA,1,NA,Youth Leader,High,NA,NA,Body contact. Hand shaking with another person. Keeping sick person at home. Attending burial ceremonies.,"Strangers are not allowed. No hand shaking. No keeping ofsick person at home. Defaulters pay a fine of Le 50,000.",We want ebola to end now. We are tired of hearing about this disease.,No obstacle to carry out the action plan.
2015-01-15,Bombali,Sella Limba,Samiya,Kamulay,NA,1,1,Youth Leader,High,We do not have free movement.,When will our children start attending school?,Touching the dead.,"Frequent hand washing. No hunting of bush animals. Law breakers pay fine of Le 500,000",NA,NA
2015-01-15,Bombali,Sella Limba,Kamakwie,Kathumpeh,NA,1,1,Pastor ,Very High,We want the task force to put more effort.,Why admitted patients are still buried as ebola? ,Touching the sick.,No public gathering. No keeping of sick people at home. No lodging of strangers.,Why is it that even other patients are buried like ebola patients.,They have the capabilities.
2015-01-15,Bonthe,Benducha,Sokenteh,Bominde,NA,1,1,Youth Leader,Low,They are surffering from hunger,WHY ebola not having proper cure?,Body contact with people,Shaking of hands is liable to a fine of fifty thousand leones,The need for free education,poor communication network
2015-01-15,Bonthe,Benducha,Yalmabokie,Mosimbo,NA,1,1,Youthleader,High,Ebola has made them  poorer,If the chlorine has finished what will they do?,The should not take care of sick persons,No acceptance of strangers,Disturbing schooling,More education about ebola.
2015-01-15,Bonthe,Bonthe Municipal,Bonthe Town,Domboko,NA,1,1,Youth Leader,Very High,Shortage of food since there is no movement,Why really no vaccince for Ebola?,"Body contact, Eating bush meat , Unprotected","Acceptance of digified burial ,No accomodation pf strangers",Food shortage and expensive in food items,Poor net work coverage especially in the Island
2015-01-15,Bonthe,Bum,Koimato,Fakono,NA,1,1,Pastor,High,Ebola has creat large number of teenage pregnancy in our society,What kind of strangers are we to allow in our community?,"The touching of someone body may lead to the virus like fluids,blood,saliva and stood.Washing dead person during ebola period and touching sick patient by this time.","No strangers are allowed into our community, no body is allow to buried the dead",NA,Poor communication net work and poor road network
2015-01-15,Bonthe,Bum,Gbondubum,Kpandebu,NA,1,1,Town Elder,Very High,"The ebola has brought more hardship to their community,If ebola could not get out of Sierra Leone it will increase the illiteracy rate in the country",Why are people taking body temerature of people while travelling?,"Strangers ,delay in government policies and some traditional practices with regards to dead body","Dont wash dead body,Dont keep sick people in the town but at the health centres,No hand shaking ",The government should enforce all bye-laws inplementation by community .The government should stop all inter-district travelling expect vehicles with food and medice items,No obstacle reslly because these are issues that are control by different people in the village.
2015-01-15,Bonthe,Bum,Torma,Loponga,NA,1,1,Contact Tracer,Medium,"Business not flowing ,no education and no food in the community",When will ebola come to an end?is the government going to treat the animals in the bush,"Hand shaking ,strangers entring the community and public gathering",We do nt allowed any boby to buried without the burial team ,Teenage pregnancy is highly increase because of ebola,Provision of food and money to give to our task force-men to put more force on the action-plan and no markeking to sell our food products
2015-01-15,Bonthe,Bum,Lanji,Neiba,NA,1,1,Imma,High,What Government has plan for the reopening of school and when ebola is going to finish,How can ebola effect somebody and what are the symptoms of ebola,By eating bush meat like monkey;bat etc.When you get contact with an effect person;also by allowing public gathering an allowing strangers from different communities,"Allow safe burial,wash hands at anytime",Poor medical facilities and lack of food in the community,The concerns about the community is the capacity of the action plan;to allow the people to go about their normal business eg like trade fair;school going and free movement of people
2015-01-15,Bonthe,Bum,Tamba,Ngejia,NA,1,1,Town Chief,High,"Restriction of movement ,no food ,no trade faire and education",Is there any vaccine to cure ebola?and when will it end,"Hand shaking ,strangers entring the community and public gathering","No social or public gathering,no hand shaking and no strangers allowed to come in","No education for their children,and no money to manage their home","The champion request for top-up to make calls concern to the programm,and phones "
2015-01-15,Bonthe,Bum,Fikie,Ngepehun,NA,1,1,Youty Leader,Very High,"we the community people here,we all pray that ebola will go out of this counitry","We do not have ebola in our community here,but if our our love once dies,they must put them in the plastic why??","By touching the dead body,washing the dead,keeping a sick patient at home and as well as in the community ",We do not allowed anyone to cross through the river to enter into our community,WE want our children to have education back,WE are missing our love once because ebola we cant reach them
2015-01-15,Bonthe,Jong,Bashaka,Gbamusu,NA,1,1,Immam,Medium,We want ebola to go out of sierra leone.,Do burial team burried with out body bag?,Washing and conducting burials.,No night entering in to our community.,We only thank God for his protection.,No concern because tax force is working.
2015-01-15,Bonthe,Jong,Fallewuja,Kaniya,NA,1,1,YouthLeader,Very High,No trade fare and no Education,when will ebola free,when buring dead bodies without the burial team.,Not to  accep tstrangers from another district,If there will be any provision for the community after the end  of ebola,We need help from WHO to reduce the high rate of pregnancy
2015-01-15,Bonthe,Jong,Tucker Nyama,Levuma,NA,0,1,Chief,High,Going to the hospital but unsure of surviving,Does people suffering from ebola has a higher rate of survival?,"Touchng ebola patient,eating of bush meat","isolation of seek people,public gathering,screnning of strangers",wash their hands before eating,"Bad road,network problem"
2015-01-15,Bonthe,Jong,Kumabeh/Kwe,Mogbando,NA,1,1,youth leader,High,The ambulance Is not safe interms of handling patients.,Why we should stop eating bush meat?,"Through body fluid, through body contact and hand shaking.",No traditional healer is allow to treat any sick person.,"Since the out brake of ebola, we have never had people to talk abont ebola expect radio.",Ownership/Implementation.
2015-01-15,Bonthe,Jong,Landi Ngere,Njagbema,NA,1,1,youth leader,High,We should work together to stop ebola.,Can ebola be transmit through injection?,"Touching dead bodies, sick persons of ebola no safe practises. ",No stranbgers are allowed is allow in our community.,"""NGOs should learnt  from Restless Development by training people and send them at the field"".By Abdulia Bangura.",Lack of hand washing items.
2015-01-15,Bonthe,Jong,Superclvland,Peppo,NA,1,1,YouthLeader,High,That who so ever is taken to the hospital can not survived,Can ebola be in chicken?,Visiting the sick,Communities should no more buried copes.,No schooling for their childer.,Ebola is danger and danger to undertake it work.
2015-01-15,Bonthe,Kpanda Kema,Sewema,Likono,NA,1,1,Survillence officer,Medium,There is nothing that will safe guard them if their outbreak because no good toilet and drinking  water ,When will ebola end?,"Visiting sick, Washing dead body  illegal gathering","No accomodation for visitors ,No caring for the sick",They thought we went to spy and send the massage,Lawlessness of youth to hold the by laws especially okada riding after 7:Pm
2015-01-15,Bonthe,Kpanda Kema,Gbonge,Motamie,NA,1,1,Youth Leader,Very High,"Ebola  crisis cause lost of relatives  and family .food shortages, Economic hardship, no schools or trade fare",What is ebola ? How will they  care for ebola patient? What is the important  of temperature  machine ,"Direct touching of fliud from the sick person, hiding of the ebola sick person at home,using of bedniess of sick person ,traditional harmful practices",Daily survillence of home for sick person.No eating of bush meat  Avoid secrete burial,"No support coming from overseas,NO more community burials  ,no public toilet",Complete behaviour changes with regards to to Ebola post benefit
2015-01-15,Bonthe,Kpanda Kema,Senjehun,Samie,NA,1,1,Women's leader,High,"Some body become weak and experince fever vomiting ,headache  is that an ebola",How long have ebola existing been in the world ?,"When allowed self burial,encourage strangers an body contact","No social or public gathering because  body contact,no hand shaking and no strangers allowed to come in communities",Their children from outside  are no longer allow in the community ifto help them interns of food and there is no business to sustain their lives because of this crisis,"Public gathering in the community ,Visiting sick people"
2015-01-15,Bonthe,Nongoba Bullom,Nganyama,Mende ,NA,1,1,youth leader,High,The bye-laws expected to come to an end,If all burial is ebola?,"touching of the dead,touching of ebola patient","Avoid public gathering,body contact",Free education for girl child after ebola,Poor road network
2015-01-15,Bonthe,Nongoba Bullom,Gbap,Molanda,NA,1,1,Town Chief,High,That ebola is a killer disease,How is government and Organizations is working with the government to fight th ebola,Eating of bush meat,Reguaral hand washing,Taking care of orphans,provision of top -up
2015-01-15,Bonthe,Nongoba Bullom,Mbawoma Gpenge,Morkasie,NA,1,1,CHW,Very High,Ebola has stop  secret  society,when ebola will come to an end?                                                                     ,Ebola is spread throug sex,quarint the sick,government has to sopport them finance,poor education
2015-01-15,Bonthe,Nongoba Bullom,Manyyimmi,Ngehun,NA,1,1,Town Chief,Very High,we want sierraleone to be ebola free,are not to eat bush meat,hand shaking,Nobody is allowed to keep strangers,Hunger,Monitoring by police
2015-01-15,Bonthe,Sittia,Bamba,Bojama,NA,1,1,Town Chief,High,They want to hear when ebola will end and the trade fair will open?,Their  childern are not going to school?,Late report to the hospital for early treatment,Strangers from  other region or  district are not allow  in their communities  or must be reported by the person hosting him /her.,Their  normal activities have be band if ebola continue for how long can they live, fishing will the biggest problem because every one goes to fishing  to find their living
2015-01-15,Bonthe,Sittia,Yoni,Mobayeh,NA,1,1,NA,High,Trace fare is close  no other source of getting money,Why really no vaccince for Ebola?,"Eating bush meat especially monkey,Unprotected sex","No strangers are allow to pass a night ,No burial attendance by either villages  Refer all sick to the nearest health center",Practising proper hygine is the only way of preventing the community,No farm work
2015-01-15,Bonthe,Sittia,Sangabu,Tiassna,NA,1,1,Assistant chief,High,shortage of food since there is no movement Fear and lack of confidence in members,What kind of disease is this and when will it come to an end?,"Burying of dead bodies proven to affected,clustering whilst in a gathering.hiding and caring for the sick uncovered",No one is allowed to keep unindentified stranger into this community.,The practces of hgyiene exercises to keep there community clean for ay outbreak,"they need pictures on ebola,and there is no coverage tocall or send any information"
2015-01-15,Bonthe,Sogbini,Pengor,Bayama,NA,1,1,ciziten,High,Ebola uncurable,Why no public gathering ? How to prevent ebola ?Why  asking for  household? When ebola will go ,"Strangers  entering the communties,Eating bush meat,","No  accomodation of strangers,Avoid eating bush meat,frequent hand washing",No health facility,"No avaialability of Veronical bucket ,chlorine"
2015-01-15,Bonthe,Sogbini,Beyorgbor,Nyeimeh,NA,1,1,P D Officer,Very High,Ebola have stop all group work.,If my wife travelled for some days will I aviod her for 21 days  Is ebola laws a medincine . Government to provide food as there is no traces fair,"Public gathering ,hand shaking,  visiting,sick people , By body contact,  washing dead body",All  sick person to go to the health centre  .No public gathering  call 117 for any death ,Teenage pregnancy is highly increase because of ebola,"No top up is not avaialble to call burial team,no coverage,late respond by burial team"
2015-01-15,Bonthe,Yawbeko,Kataway,Fowah,NA,1,1,YouthLeader,High,Spraying the ambulance while people are in,what is the reason of those who died of ebola in  a plastic?,Keeping strangers in the community,"No public gathering,only Ebola meetings are allowed in all communities.", , 
2015-01-15,Bonthe,Yawbeko,Bayagba,Ngayai,NA,1,1,Champion,Very High,We pray to God for this ebola to end.,Do the medical doctor have medince for ebola?,"Body contact,touching dead bodies.","Yes, we dont allow strangers",Water well and food for we the community people.,No health centre.
2015-01-15,Bonthe,Yawbeko,Mobulie,Njala,NA,1,1,NA,Very High,increase in teenage pregnancy in our community due to ebola,when will we continue with our normal business,"Touching and washing of dead bodies,visit qurantine homes","Hostingof strangers is prohibited,not to visit burial homes",To have enough chlorine bucket,Provision of logistics
2015-01-15,Kailahun,Dea,Sienga,Bandajuma ,NA,1,1,CHW ,Very High,"That they want to see an immidiate end to Ebola, so that why they are keeping the bye-laws.",1. Why is it that people are recovering from Ebola when it has no cure? 2. Why people are dying in the Western Area than their areas.,1. The hosting of strangers and the keeping of sickly people at homes. 2. The washing dead bodies.,"1. Strangers are not allow to sleep in the community without the conscent of the authorities. 2. Le 300,000 fine will be slammed on people found keeping sick person at home.","Lack of Veronica buckets, although they are still using country soap to practice hand washing.","Network problem and lack of top up might be the problem for the community to implement the action plan well, although they are well capacitated to carry it out."
2015-01-15,Kailahun,Dea,Sienga ,Baoma  ,NA,1,1,NA,Medium,The WFP supply has not reach every househood in the community.,Is there any suggest time for the sick to finish?,"Touching sick person, washing dead bodies, Eating dead animals found in the bush.",Strangers are not allowed in the community. Sick people are to be taken to the health facility.,NA,From the look of things they will not be able to manage time well and there facilitation will be poor.
2015-01-15,Kailahun,Dea,Sienga ,Gbadavulahun ,NA,1,1,Youth ,High,"Eventhough Ebola has affected everybody in this country, they have not got their own WFP supply.They have accepted laws set by the government.",NA,"The keeping and touching of sick people, Washing of dead bodies.",strangers are not accepted in the community. All sicknesses are to be complained to the chiefs and health workers.,"The community has no access to Chlorine, Veronica bucket, & soap.",They will constantly need suppervision from the mibilisers.
2015-01-15,Kailahun,Dea,Sienga ,Kama Town ,NA,1,1,NA,High,NA,NA,NA,NA,NA,NA
2015-01-15,Kailahun,Dea,Sienga ,Kanga ,NA,1,1,Youth ,Medium,"The did not get WFP supply, No agricultural activities.",Will Ebola really be eraducated so that we can countinue our normal lives?,"Touching sick people, washing of dead bodies, Body contact.","No stranger is allowed, People who go out this community for two weeks are not allowed to stay with us.",They are always ready to observe all rules and regulations inorder to kick out Ebola,They are capable of carrying out action plan and there is no obsatcle 
2015-01-15,Kailahun,Dea,Sienga ,Largor ,NA,1,1,Youth ,High,"Increase in  Teenage pregnancy, No free movemnt form one town to another ",Can we eat bush meat now?,"Shaking of hands, Burial of dead bodies.","No stranger is allowed, People who go out this community for two weeks are not allowed to stay with us.",We are not happy about the manner in which our people are burried.,Inadequate veronical buckets and chlorine for daily hand washing.
2015-01-15,Kailahun,Dea,Dodo,Nagbena ,NA,1,1,CHW ,High,How would Restless Development help put and end to the spread  of Ebola.,1. Why is it that they are always required to wash their hands with soap and water? 2. Why is it that they government is paying more attention to Ebola that other sicknesses before?,1. Torching one another. 2. Body fluids from sick people. 3. Taking care of sick person without the knowledge of the medical people. 4. Eating of dead animals found in the bush.,People who had leave the village for a period of one to two months will only be allow in the community again if the produce a satified document to show that they are Ebola free.,The people are happy that Restless Development is in the community now to always remind them not to forget about the existence of Ebola.,Poor road network and  communication problem.
2015-01-15,Kailahun,Dea,Seikama ,Pewama,NA,1,1,Youth Chairman ,High,How ready is the government to end Ebola?,1. When will Soerra Leone be declear Ebola free? 2. Why is government the only sector that is responsible to declear Sierra Leone Ebola free?,"Allowing strangers to sleep in the community, washing dead bodies, burying the dead, and attending to funerals.",1. Sick people are not allow in the village. 2. Strangers are not allowed in the community.,1. That since the outbreak they are abiding to the rules and regulations at will put an end to Ebola. 2. The promise to uphold the laws until the declearation of Ebola free Sierra Leone.,Poor road network and mobile network problem.
2015-01-15,Kailahun,Dea,Sienga ,Pewama ,NA,1,1,Youth ,Medium,"Our Children are now out of school, Since the out break of Ebola we have received any supply yet.","They say ""No public gathering"", but why do you gather us together? ","Body contact, Washing ded bodies and Healing the sick.","No Public gathering, Strangers to be introduced to the town Chief and the committee members, Tranfers sick person to the health center.",We are not happy about the manner in which our people are burried.,They are capable to carry out action plan
2015-01-15,Kailahun,Dea,Sienga ,Siama ,NA,1,1,Youth ,High,Intensive sensitization to people in the community who are still denial the existence of Ebola.,What is the life cycle of the Ebola virus?,"Body Contacts with sick people, & do not touch or wash dead bodies.",Strangers are not allowed in the community.,"The setting up of Ebola command Center, where all cases of sick person are refered to for prompt action at all district.",Insufficient Veronica bucket and chlorine within the community.
2015-01-15,Kailahun,Dea,Sienga ,Sienga ,NA,1,1,NA,Very High,"Since the outbreak of Ebola, this community has not received any veronivcal buckts and preventive gears to fight Ebola",Why has government put restriction on burials?,Eating of wild animals.,Any stranger in the community is to be investigated. All sick people are to be taken to the health center.,The community is committed to keep the laws.,No.
2015-01-15,Kailahun,Jawei,Mano,Beimbeyeama ,NA,1,1,Head Man,High,"That they want to see an immidiate end to Ebola, so that why they are keeping the bye-laws.",1. Why is it that people are recovering from Ebola when it has no cure? 2. Why people are dying in the Western Area than their areas.,1. The hosting of strangers and the keeping of sickly people at homes. 2. The washing dead bodies.,"1. Strangers are not allow to sleep in the community without the conscent of the authorities. 2. Le 300,000 fine will be slammed on people found keeping sick person at home.","Lack of Veronica buckets, although they are still using country soap to practice hand washing.","Network problem and lack of top up might be the problem for the community to implement the action plan well, although they are well capacitated to carry it out."
2015-01-15,Kailahun,Jawei,Mano,Bombohun ,NA,1,1,Youth Chairman ,High,Ebola is real and it is in existence.,When will schools resume?,"Allowing strangers to sleep in the community, washing dead bodies, burying the dead, and attending to funerals.",1. Sick people are not allow in the village. 2. Strangers are not allowed in the community.,NA,Poor road network and mobile network problem.
2015-01-15,Kailahun,Jawei,Borbor ,Fagoya ,NA,1,1,CHW ,Medium,"Since the outbreak of Ebola, this community has not received any veronivcal buckts and preventive gears to fight Ebola",Why people should not touch the death?,"Sharing the same saliva with the Ebola patient, When you do not obey the Ebola law.","A stranger is not allow in the community if he/she is found guilty should pay Le 20,001",When will Ebola end?,Accepting the berial team to burry the death.
2015-01-15,Kailahun,Jawei,Upper Nyawa ,Kannyia ,NA,1,1,Youth ,High,It has made may school girls pregenant and they want to know if victims of pregenancy can be aided.,What is the incupbation period of the epidemic as they await the end?,"Kissi of an infected person, Eating of bats, champazees and monkeys, Sexual intercourse, body contact.","No public gathering/Meeting that is not related to Ebola, visitors are not allowed, burial not carry out by community people.",People who were tested and proved Ebola free should be given free health care.,The delay by the burial team when called upon.
2015-01-15,Kailahun,Jawei,Lower Ngiebu,Keijama ,NA,1,1,Youth Leader ,Medium,Most of their school going kids are presently  staying with them doing nothing and this has hardship.,Community members were concern greatly about the time of reopening of schools.,Eating of bush meats especially monkeys bats and other bush meats.,No setting of traps and hunting of bush animals.,The chief stated that a special book has been provided inorder to write names of all sick persons who fail to go for medication so that they bring them to book.,Lack of commitment and favouritism by members of the committee members .
2015-01-15,Kailahun,Jawei,Mano,Kortuma,NA,1,1,Town Chief ,Very High,Concern for Ebola to be Eradicated.,1. Why is it that they are always required to wash their hands with soap and water? 2. Why is it that they government is paying more attention to Ebola that other sicknesses before?,1. Torching one another. 2. Body fluids from sick people. 3. Taking care of sick person without the knowledge of the medical people. 4. Eating of dead animals found in the bush.,People who had leave the village for a period of one to two months will only be allow in the community again if the produce a satified document to show that they are Ebola free.,The people are happy that Restless Development is in the community now to always remind them not to forget about the existence of Ebola.,Poor road network and  communication problem.
2015-01-15,Kailahun,Jawei,Upper Nyawa ,Lemiyiama ,NA,1,1,NA,High,It has brought a lot of set back in their community.,When will this disease come to an end.,"Burial of dead bodies, ceremonies .","No stranger is allow in the community, No ordinary parson carry out burial.",Things are not going well with them since the out break of Ebola.,They are capable of carrying out action plan and there is no obsatcle 
2015-01-15,Kailahun,Jawei,Lower Ngiebu,Motehun,NA,1,1,Youth Leader ,Medium,The government need to provide more materials that can prevent the virus from spreading.,If the bye-laws are enforece in other part of the county?,"Avoid touching dead bodies, Avoid funeral homes , Strangers are not allowed.","No body contact, No shaking of hands, No funeral keeping.",When schools will be re-open for there children to go back to school.,Long distance to their allocated health center.
2015-01-15,Kailahun,Jawei,Mano,Njakor,NA,1,1,Town Speaker ,Very Low,That they want to see an immidiate end of Ebola.,1. How would Ebola come to an immidiate end?  2. How a person can be infected with Ebola?,"Body contact, washing dead bodies, and keeping sick people at home.",Anyboday who had left Yombollu for a period of one month is not allowed to stay in the community again.,The people are willing to abid by the lwas so that there community will be Ebola free.,The point of calling will be the problem as there is no network in the community.
