Date_of_Visit,District,Chiefdom,Section,Name_of_community,f_q1,f_q2,f_q3,f_q4,f_q5,f_q6
NA,Moyamba,K/Kemo,Senjehun,Samie,NA,NA,NA,NA,NA,NA
NA,Moyamba,K/Kemo,Takunor,Mbppoleh,NA,NA,NA,the safe practicse by people is one of the biggest change observed,NA,NA
NA,Moyamba,K/Kemo,Takunor,Palahun,1,they respected the dead,NA,awareness on the part of the people in relation to ebola,NA,NA
NA,Moyamba,K/Kemo,Takunor,Palewahun,1,they allow to pray over the body,NA,NA,NA,NA
NA,Moyamba,K/Kemo,Takunor,Likono,NA,NA,NA,attendance of health facilities on increased,NA,NA
NA,Moyamba,K/Kemo,Takunor,Kpetewoma,1,they allow us to see the burial process,NA,frequent hand washing,NA,NA
NA,Moyamba,K/Kemo,Takunor,Gondama,1,they allow us to see the burial process,NA,the acceptance of the burial team,NA,NA
NA,Moyamba,Kwamebai Krim,Kpanga Koimato,Mogubu,NA,NA,NA,acceptance of the laws,NA,NA
NA,Moyamba,Kwamebai Krim,Kpanga Koimato,Worma,NA,NA,NA,acceptance of the laws,NA,NA
NA,Moyamba,Kwamebai Krim,Kpanga Koimato,Konaleh,NA,NA,NA,acceptance of the laws,NA,NA
NA,Moyamba,Kwamebai Krim,Kpanga Koimato,Modoma,NA,NA,NA,acceptance of the laws,NA,NA
NA,Moyamba,Kwamebai Krim,Kpanga Koimato,Momantad,1,this can help not to spread ebola,NA,Niegbhood watch for any strangers,NA,NA
NA,Moyamba,Kwamebai Krim,Kpanga Koimato,Forme,1,this has help us to maintain zero cases,NA,community screening of school going children,NA,NA
NA,Moyamba,Bum,Yargbe,Missilia,NA,NA,NA,the biggest change is that school are now reopen,NA,NA
NA,Moyamba,Bum,Yargbe,Barbah,0,NA,they explain the use of chlorine,we all have the understanding of ebola,NA,NA
NA,Moyamba,Bum,Yargbe,Karlah,NA,NA,NA,since last visit of social mobilizers everyone is now aware ebola in this community and we are taking the precautions meansures,NA,NA
NA,Moyamba,Bum,Yargbe,Hobui,NA,NA,NA,NA,NA,NA
NA,Moyamba,Bum,Yargbe,Tormande,NA,NA,NA,Community enterance screeming,NA,NA
NA,Moyamba,Bum,Yargbe,Gbantogie,NA,NA,NA,frequent hand washing and healdth centre attendance on increase,NA,NA
NA,Moyamba,Bum,Lanjie,Mende,NA,NA,NA,"since the last visit to now, we are realy happy because mobilizers are doing good work, and the result is still zero case in bonthe district.",NA,NA
NA,Moyamba,Bum,Lanjie,Yameh,1,they spray the room with chlorine and allow us to pray on the dead,NA,NA,NA,NA
NA,Moyamba,Bum,Lanjie,Kporma,1,they show respect to us the family,NA,since your last visit you the social mobilizers have educated us more about ebola and everyone is now aware of ebola in his community ,NA,NA
NA,Moyamba,Bum,Lanjie,Njandehun,NA,NA,NA,NA,NA,NA
NA,Moyamba,Bum,Lanjie,Kanga,NA,NA,NA,the prevent of safe burial by the burial team,NA,NA
NA,Moyamba,Bum,Lanjie,Bumpetoke,NA,NA,NA,the awareness of ebola virus and the enforcement of law to maintain zero case,NA,NA
NA,Moyamba,Bum,Tamba,Waah,NA,NA,NA,the town chief himself pay transport for someone to take bike to call the burial team at tarma bum for for any burial,NA,NA
NA,Moyamba,Bum,Tamba,Tissaaa,1,they allow us to witness the process,NA,the imam talk of ebola and the safty roles they should practise to some of there community and their coming up children,NA,NA
NA,Moyamba,Bum,Tamba,Baaka,1,they allow us to pray over the dead body,NA,NA,NA,NA
NA,Moyamba,Bum,Tamba,Njabama,NA,NA,NA,NA,NA,NA
NA,Moyamba,Bum,Tamba,Patein,NA,NA,NA,calling thedistrict hot line for both sick an death,NA,NA
NA,Moyamba,Bum,Tamba,Njayahun,NA,NA,NA,they are still keeping the bye-laws especially not allow strangers in their community,NA,NA
NA,Moyamba,Kwamebai Krim,Tun-Tun Soloen,Karleh,0,NA,they normally use plastic to rap the dead body,"no public gathering, they call the district burial team if someone die",NA,NA
NA,Moyamba,Kwamebai Krim,Tun-Tun Soloen,Massah,1,they protect us the people from get ebola,NA,they call the district burial team for someone die,NA,NA
NA,Moyamba,Kwamebai Krim,Tun-Tun Soloen,Mohakapeh,NA,NA,NA,they report the sick to the nereast health center ,NA,NA
NA,Moyamba,Kwamebai Krim,Tun-Tun Soloen,Lelema,NA,NA,NA,"they do sign greeting,they call the district burial team",NA,NA
NA,Moyamba,Kwamebai Krim,Tun-Tun Soloen,Monyadahun,NA,they prevent another people from ebola,NA,NA,NA,NA
NA,Moyamba,Kwamebai Krim,Tun-Tun Soloen,Baraha,0,NA,they noramally use plastic,NA,NA,NA
NA,Moyamba,Benducha,Tiasagbia,Taigbe,1,because they can prevent another people from getting ebola,NA,they do sign greeting and strangers are not allowed,NA,NA
NA,Moyamba,Benducha,Tiasagbia,Macca,1,they prevent another people from ebola,NA,they do sign greeting and no public gathering,NA,NA
NA,Moyamba,Bum,Gbondu Bum,Kpandobu,NA,NA,NA,we all know what to do now,NA,NA
NA,Moyamba,Bum,Gbondu Bum,Senehun,NA,NA,NA,we always feel that you are around us,NA,NA
NA,Moyamba,Bum,Gbondu Bum,Tongoheh,NA,NA,NA,there is no more dead,NA,NA
NA,Moyamba,Bum,Gbondu Bum,Taama 1,NA,NA,NA,everyone is aware of the disease now,NA,NA
NA,Moyamba,Bum,Gbondu Bum,Bonday,NA,NA,NA,NA,NA,NA
NA,Moyamba,Bum,Gbondu Bum,Yorni,NA,NA,NA,NA,NA,NA
2015-07-16,Moyamba,Bumpe,Sania,Mosiebie,1,Because itâ€™s a safe and dignified burial conducted by the team,NA,"The acceptance of distributing the polo, vaccine and birth certificate issueing in the community",NA,NA
2015-07-17,Moyamba,Bumpe,Sania,Jaima Road,1,Because proper implementation and care is taken,NA,The acceptance of survivors as brothers and sisters in the communities due to our triggering and follow up activities,NA,NA
2015-07-15,Moyamba,Bumpe,Yeinkasa,Mokep,1,The burial team now has respect for the dead,NA,NA,When is the Government goig to declare us Ebola free ?,NA
2015-07-16,Moyamba,Bumpe,Yeinkasa,Moseansiewo,1,The burial team allow us to pray and also respect us the community people,NA,NA,Is there any medicine for ebola virus in our Country ?,NA
2015-04-15,Port Loko,NA,NA,Rogballan,NA,NA,NA,Proper hygien is performed in the community,NA,NA
2015-04-16,Port Loko,NA,NA,Massilo,NA,NA,NA,The implementation of regular hand washing in the community,NA,NA
2015-04-17,Port Loko,NA,NA,Matiety,NA,NA,NA,Brushing of fedder roass and cleaning of toilet as they ,NA,NA
2015-04-17,Port Loko,NA,NA,Royeama,NA,NA,NA,The communityy have remounted rubbers(5 gallons) for hand washing,NA,NA
2015-04-02,Port Loko,NA,NA,Manungbu,NA,NA,NA,Frequently hand washing and less body contact,Why ebola cases are raising and falling up and down?,NA
2015-04-03,Port Loko,NA,NA,Rogbrun,NA,NA,NA,NA,"Why they are always giving us soap,why not food?",NA
2015-04-02,Port Loko,NA,NA,Mab-Mende,1,The burial team are now undertaking their traditional burial process,NA,Increase awareness toward ebola fight,NA,NA
2015-04-04,Port Loko,NA,NA,Gbom-Bana,NA,NA,NA,Community awareness raising,NA,NA
2015-04-05,Port Loko,NA,NA,Madina,NA,NA,NA,Community raising positive awareness on ebola prevention,NA,NA
2015-04-02,Port Loko,NA,NA,Johnson Street,NA,NA,NA,In this community people improve more and more in cleaning their environment,The peple are in full support to make or allow for a sit at hoem for the coming three days,NA
2015-04-03,Port Loko,NA,NA,Stepheni Street,NA,NA,NA,"Personal hygene,cleaaning of the environment and hand washing in increased",The peple are in full support to make or allow for a sit at hoem for the coming three days,NA
2015-04-04,Port Loko,NA,NA,Kelly Street,NA,NA,NA,The people comply fully to all that has been said about ebola,The peple are in full support to make or allow for a sit at hoem for the coming three days,NA
2015-04-07,Port Loko,NA,NA,Victoria Street,NA,NA,NA,Refering sick people to the nearest health centre is in practtice in this community,"Are the school surrounding safe for the pupils,when ebola is still in the country? ",NA
2015-04-08,Port Loko,NA,NA,Pakama Street,NA,NA,NA,Frequent hand washing by the community memebers is in course in this community,Survivor are spreading ebola through sexual intercourse,NA
2015-04-09,Port Loko,NA,NA,Koblo Street,NA,NA,NA,Hand washing is highly in practices in this community,Some children whole parents have died as a result of financial constrains,NA
2015-04-10,Port Loko,NA,NA,Kontalol,NA,NA,NA,The community members have incorporated the habit of cleaning their surrounding on a regular basis,Is reopening of schools not dangerous at this moment that ebola is still in the country,NA
2015-04-07,Port Loko,NA,NA,Mamkoh,NA,NA,NA,They have constructed a community isolation centre to keep sick person,"Government have declear the reopening of school,and our children are starting to attend.We want to know if ebola has finish because we are worried about our children.",NA
2015-04-08,Port Loko,NA,NA,Mathukia,NA,NA,NA,They do not allowed any strangers in the community,What time will ebola stop killing our people,NA
2015-04-09,Port Loko,NA,NA,Makomp,NA,NA,NA,All sik person must be reported to health authorities,Government have declear schools reopening abd up till now their been no drugs for this ebola virus,NA
2015-04-10,Port Loko,NA,NA,Karifie,NA,NA,NA,Mounting of check point in the community,NA,NA
4/31/15,Port Loko,NA,NA,Madina Street,1,Because they save their lives,NA,"We thanks God,because there is no death or other sick person","We give you thanks,because the help of all organisation that are in sierra leone",NA
2015-04-01,Port Loko,NA,NA,Cemetery Street,0,NA,NA,Burying of people should stop,"We pray so that God will stop this sickness,you have given us confidence that you wil supply us rice.",NA
2015-04-14,Port Loko,NA,NA,Rokell,NA,NA,NA,The community is clean ,To obey rules of ebola will make ebola come to zero case,NA
2015-04-15,Port Loko,NA,NA,Robanka Ii,NA,NA,NA,"More awareness gain and less body contact,No hand shaking",Let the government not relent to fight the virus because the cases will rise up again,NA
2015-04-12,Port Loko,NA,NA,Rokethenty,NA,NA,NA,Rubber have been mounted for hand washing,NA,NA
2015-04-13,Port Loko,NA,NA,Madora,NA,NA,NA,Special room is provided to isolate sick people,NA,NA
2015-04-14,Port Loko,NA,NA,Magbaki,NA,NA,NA,The whole village is well clean to avoid disease,NA,NA
2015-04-15,Port Loko,NA,NA,Mamenekeh,NA,NA,NA,The village champion enforce the practices of hand washing,NA,NA
2015-04-13,Port Loko,NA,NA,Siaka Street,NA,NA,NA,Every community members adhere to the laws agree bu the community,When there was no symptoms of ebola?,NA
2015-04-14,Port Loko,NA,NA,Labour I,NA,NA,NA,Every community members now encouraged all survivors with a pleasing mind and acceptances,Why did ebola reversed fromsquare one to two?,NA
2015-04-15,Port Loko,NA,NA,Labour Ii,NA,NA,NA,Every community members is fond of regular hand washing,NA,NA
2015-04-14,Port Loko,NA,NA,New Makeni Road,NA,NA,NA,No rumors of ebola in any part of the town,NA,NA
2015-04-15,Port Loko,NA,NA,Fofanah Street,1,Sickness that is not good in a nation,NA,NA,NA,NA
2015-04-24,Port Loko,NA,NA,Bombeh,NA,NA,NA,"They donâ€™t touch sick or death people,policy was the biggest change in the community","They raised concern on full respond of all government.Hospital to under gone normal treatment,Also on food security.",NA
2015-04-25,Port Loko,NA,NA,Mabanka,NA,NA,NA,Since our last visit this community has creat a great impact in regulating hand washing policy,"Asking for the provision of veronica buckets for hand washing,They also need for the provision of farming item such as seeding working tools.",NA
2015-04-27,Port Loko,NA,NA,Makneh Buya,NA,NA,NA,Hand washing and hand shaking in highly paramount and has become the biggest change to prevent ebola virus spread,They need and ask if the government will help them to have a lift pump water well construction for this community,NA
2015-04-24,Port Loko,NA,NA,Mange,NA,NA,NA,They are abiding to the rules and regulations that govern the community,NA,NA
2015-04-25,Port Loko,NA,NA,Ro-Koomp,NA,NA,NA,They are abiding to the rules and regulations that govern the community,NA,NA
2015-04-26,Port Loko,NA,NA,Ro-Gbonkoh,NA,NA,NA,They are abiding to the rules and regulations that govern the community,NA,NA
2015-04-27,Port Loko,NA,NA,Ro-Porte,NA,NA,NA,They are abiding to the rules and regulations that govern the community,NA,NA
2015-04-22,Port Loko,NA,NA,Hamdalas,NA,NA,NA,Everything is going smooth as they are observing the rules,What time the ebola virus will end ?,NA
2015-04-02,Port Loko,NA,NA,Wurreh I,NA,NA,NA,Strangers are not allowed,When ebola will end?,NA
2015-04-03,Port Loko,NA,NA,Wurreh Ii,NA,NA,NA,Regular hand washing,When ebola will end?,NA
2015-04-04,Port Loko,NA,NA,Wurreh Iii,NA,NA,NA,Avoid hand shaking,They need to present in the burial,NA
2015-04-05,Port Loko,NA,NA,Wurreh Vi,NA,NA,NA,Strangers not allowed without the permission of the chief,When ebola will end?,NA
2015-03-24,Port Loko,NA,NA,Guadalupe,NA,NA,NA,The collective acceptance of community members that ebola is a killer virus,Why did survivors are not camp together to save most from contacting the disease through sex?,NA
2015-03-25,Port Loko,NA,NA,Ernest Koroma,NA,NA,NA,All bye laws are completely maintained,Why orphans of ebola are not properly caerd for,NA
2015-03-26,Port Loko,NA,NA,Delco Road,NA,NA,NA,Every community members accepted that touching dead bodies will increase the chance of new ebola cases in the community,NA,NA
2015-03-27,Port Loko,NA,NA,Pathabana,NA,NA,NA,"Because of the present of mobilizer in the commmunity,the people accepted all the the bye laws and worked collectively",NA,NA
2015-04-24,Port Loko,NA,NA,Makinkiba,NA,NA,NA,Increasing awareness among members,NA,NA
2015-04-25,Port Loko,NA,NA,Komrabai,NA,NA,NA,Awareness among members,NA,NA
2015-04-26,Port Loko,NA,NA,Chaindecom,NA,NA,NA,NA,NA,NA
2015-04-27,Port Loko,NA,NA,Makaba,NA,NA,NA,Early reporting of the sick,NA,NA
2015-04-14,Port Loko,NA,NA,Mayenku,NA,NA,NA,Some houses and toilet have gallons of water and soap,NA,NA
2015-04-15,Port Loko,NA,NA,Maforekuna,NA,NA,NA,The community is clean ,NA,NA
2015-04-14,Port Loko,NA,NA,Roball,NA,NA,NA,Aware about the law of ebola,Why is it that we hear  that ebola has finish and all of the sudden it start again?,NA
2015-04-15,Port Loko,NA,NA,Makutha,NA,NA,NA,"Since our last visit there,no problem has happen in this community",What time will this ebola stop?,NA
2015-04-16,Port Loko,NA,NA,Makomp,NA,NA,NA,They are implementing there work in the community,What will be the possibilities for the re-opening of school?,NA
2015-04-17,Port Loko,NA,NA,Karefay,NA,NA,NA,They isolate any body that is suspected of the ebola virus,We are tired of this deadly virus because no development is going on in our community,NA
2015-04-24,Port Loko,NA,NA,Manonkoh,NA,NA,NA,No stranger is allowed in the community,They were performing burial ritual like seven days and three days,NA
2015-04-25,Port Loko,NA,NA,Magbantha,NA,NA,NA,"There is provision of tip tap for each house,to prevent themselves from ebola",Before the ebola the dead were giving great attention respective burial,NA
2015-04-26,Port Loko,NA,NA,Marampa,NA,NA,NA,Mounting of check point for the checking of strangers in and out of the community,When will ebola will finished amd also if their has been anydrugs for it?,NA
2015-04-27,Port Loko,NA,NA,Matombo,NA,NA,NA,The community provide holy centre to isolate any body that is suspected,All secret society have been banned and we as community are not happy,NA
2015-04-27,Port Loko,NA,NA,Hamlet No 1,NA,NA,NA,The now accept that ebola is real,NA,NA
2015-07-03,Pujehun,Malen,Kowa,Ngaiyema,1,They were satisfy with the burial team because they will help them prevent so many sickness,NA,Avoiding stangers in the community has been the biggest change since our last visit,NA,NA
2015-07-03,Pujehun,Malen,Lower Pemba,Bomuvulahun,1,they were satisfy with the team because that will lead to the eradication of Ebola,NA,Refering sick people to hospital and avoiding strangers ,NA,NA
2015-07-03,Pujehun,Malen,Bahoin,Semabu,1,It help us to protect against the virus,NA,Sick people are now visiting the health centre,NA,NA
2015-07-03,Pujehun,Malen,Bahoin,Sindo,1,It protects us from contacting the virus,NA,General cleaning was introduced,NA,NA
2015-07-04,Pujehun,Malen,Bahoin,Kortumahun,1,It protects us against the virus,NA,Sick people are now willingly visiting the health centre,NA,NA
2015-07-04,Pujehun,Malen,Sensaila,Hongai,1,It help us to protect against the virus,NA,Clean environment,NA,NA
2015-07-03,Pujehun,Soragbema,Mano River,Sanga,1,He has the last saying and we believe that is the only way to stop the spread of this virus in Sierra Leone,NA,"The community people now have trust in our messages, that is why they adhere to our delivery message to them",NA,NA
2015-07-04,Pujehun,Soragbema,Mano River,Korjei,1,Because that will be one way or the other to stop the spread of the virus in Sierra Leone,NA,This community people have made a lay down rues that every Friday within a week they will do cleaning exercises.,NA,NA
2015-07-03,Pujehun,Makpele,Samagbe,Gisswule,0,NA,Our love ones are not clean,Negative perception about the burial team changes,NA,NA
2015-07-03,Pujehun,Makpele,Samagbe,Njaluahun,0,NA,We are not satisfy with with the body bag,Community always alert burial team in case of any death,NA,NA
2015-07-04,Pujehun,Makpele,Samagbe,Bopon,NA,NA,NA,The community is no longer hiding sick people,NA,NA
2015-07-04,Pujehun,Makpele,Samagbe,Gbeyakor,1,It is a method of prevention,NA,Accept the burial protocol,NA,NA
2015-07-03,Pujehun,Sorogbeima,Zombo Ii,Macca,0,NA,They are not time manage,Hard working community,NA,NA
2015-07-03,Pujehun,Sorogbeima,Zombo Ii,Surmu,1,Time manage team,NA,The town is very clean,NA,NA
2015-07-04,Pujehun,Sorogbeima,Kaizobo,Duccor,0,NA,No time consume,Hard working community,NA,NA
2015-07-04,Pujehun,Sorogbeima,Kaizobo,Hagbama,0,NA,The road network is very poor,Hard working community,NA,NA
2015-07-03,Pujehun,Peje,Pejeh West,Komende,NA,NA,NA,NA,NA,NA
2015-07-03,Pujehun,Peje,Pejeh West,Konnela,0,NA,By avoiding to touch dead bodies and bad disease will help to prevent us from the spread of this disease,NA,NA,NA
2015-07-04,Pujehun,Peje,Pejeh West,Helebu,1,By avoiding to touch dead bodies and bad disease will help to prevent s from the spread of disease,NA,Community awareness about the ebola virus,NA,NA
2015-07-03,Pujehun,Sorogbeima,Kemokai,Gendema,1,For now they are allowing us to provide wearing of our choice for the dead person before going to rest,NA,No matter the close living with Liberia community people and stakeholdes are still on all their bye laws to keep the border and strong from contacting the deadly virus,NA,NA
2015-07-03,Pujehun,Sorogbeima,Kemokai,Malema,1,We are encourage now to receive prayers for the dead before taking to rest,NA,Healthy cleaning  of the community and also active participation with regards the bye laws implementation from the government,NA,NA
2015-07-04,Pujehun,Sorogbeima,Kemokai,Ngiema,1,No option but to say yes to help fight the deadly disease in our country,NA,Vigilant sanitary inspectors in and around the community to achieve their goals in the fight against the deadly Ebola virus disease,NA,NA
2015-07-04,Pujehun,Sorogbeima,Kemokai,Kanga,1,Is is the only way of dignified burial that can help us to be far from contacting,NA,Regular hand washing practices ,NA,NA
2015-07-03,Pujehun,Sowa,Sabbai,Bandajuma,1,To stop the spread of Ebola,NA,Free flow of the patients ,NA,NA
2015-07-03,Pujehun,Sowa,Sabbai,Sembehun,1,To minimize the risk of ebola,NA,The recognition of the community bye laws,NA,NA
2015-07-03,Pujehun,Sowa,Upper Georma,Georma,1,Because it is the will of the Government,NA,The community awareness and the positive behaviour,NA,NA
2015-07-03,Pujehun,Sowa,Upper Georma,Kobeibu,1,To prevent Ebola,NA,The regular practising of the community bye laws,NA,NA
2015-07-04,Pujehun,Sowa,Upper Georma,Korgie,1,To avoid touching dead bodies,NA,NA,NA,NA
2015-07-04,Pujehun,Sowa,Upper Georma,Nengbema,0,NA,Due to their physical appearance,The relationship between the youth  and the stakeholder,NA,NA
2015-07-03,Pujehun,Barri,Fallay,Potoru I,NA,NA,NA,Frequent washing of hands with soap and water,NA,NA
2015-07-03,Pujehun,Barri,Fallay,Potoru Ii,NA,NA,NA,They can not wash dead body unless they call alert centre for the burial team,NA,NA
2015-07-04,Pujehun,Barri,Fallay,Waima,NA,NA,NA,They should not bury for them self,NA,NA
2015-07-04,Pujehun,Barri,Fallay,Lagoh,NA,NA,NA,They should always wash there hands frequently with soap or chlorine,NA,NA
2015-07-04,Pujehun,Barri,Dakona,Ngaima,1,They always wash their hands,NA,The community is keeping their environment neat and also taking care of their children,NA,NA
2015-07-04,Pujehun,Barri,Dakona,Komende,1,No stranger is allow except proper screening and they are satisfy with the burial team,NA,They can not wash dead body unless they call alert centre for the burial team,NA,NA
2015-07-05,Pujehun,Barri,Dakona,Konia,1,It is more protective,NA,Death and sick has been reprted to health people,NA,NA
2015-07-05,Pujehun,Barri,Dakona,Taninahun,NA,NA,NA,Death and sick has been reprted to health people,NA,NA
2015-07-03,Pujehun,K.k.b,Upper Kaiyemba,Bandalahun,1,It help us to prevent the spread of Ebola,NA,Bye laws going on,NA,NA
2015-07-03,Pujehun,K.k.b,Upper Kaiyemba,Mopani,1,They are satisy wih the burial team,NA,Clear ideology of Ebola and it preventive measures,NA,NA
2015-07-04,Pujehun,K.k.b,Upper Kaiyemba,Kagasa,1,Because our people will no longer contact Ebola,NA,Through the implementation of the bye laws,NA,NA
2015-07-04,Pujehun,K.k.b,Upper Kaiyemba,Niagorehun,1,Because of the present condition in the country,NA,Throughby what we learn from Retless/SMAC we usually check our relatives to know how there health is and check on the regular basis on the Ebola laws,NA,NA
2015-06-03,Pujehun,Kpaka,Parvu,Njala Kpaka,NA,NA,NA,They are no longer grouping together,NA,NA
2015-06-03,Pujehun,Kpaka,Parvu,Ngello,NA,NA,NA,They are obeying the bye laws,NA,NA
2015-06-04,Pujehun,Kpaka,Parvu,Bandakoh Kpaka,NA,NA,NA,The community people will take all strangers to the health workers for test of Ebola before allowing them to stay in the community,NA,NA
2015-06-05,Pujehun,Kpaka,Parvu,Sinjo Kpaka,NA,NA,NA,They are obeying most of the bye laws that they set  up for themselves,NA,NA
2015-06-03,Pujehun,Ykk,Bapawa,Sondama,NA,NA,NA,NA,NA,NA
2015-06-03,Pujehun,Ykk,Bapawa,Miwah,NA,NA,NA,NA,NA,NA
2015-06-04,Pujehun,Ykk,Bapawa,Kpeima,NA,NA,NA,NA,NA,NA
2015-06-05,Pujehun,Ykk,Bapawa,Basoama,NA,NA,NA,NA,NA,NA
2015-06-03,Pujehun,G/Perri,Cortugbu,Ihaifa,1,The community people were involved in the burial process,NA,The awareness is all over in the community,NA,NA
2015-06-03,Pujehun,G/Perri,Cortugbu,Tokporbu I,1,The community people were involved in the burial process,NA,The community champion still educate there members in the community,NA,NA
2015-06-04,Pujehun,G/Perri,Cortugbu,Tokporbu Ii,0,NA,Because the burial team to delay to come,They still wash their hands with soap and water,NA,NA
2015-06-05,Pujehun,G/Perri,Cortugbu,Makorma,0,NA,Because the burial team to delay to come,Active participation from community members,NA,NA
2015-06-03,Pujehun,G/Perri,Jakema,Baoma,NA,NA,NA,The community people are now making use of the health centre,NA,NA
2015-06-03,Pujehun,G/Perri,Jakema,Suawo,NA,NA,NA,The community people are still in action to see that Ebola is out of the country,NA,NA
2015-06-04,Pujehun,G/Perri,Jakema,Susuma,NA,NA,NA,The community people and health workers are really in good relationship,NA,NA
2015-06-05,Pujehun,G/Perri,Jakema,Tanimahun Perri,NA,NA,NA,The community people are really taken  good care  of their  community,NA,NA
2015-06-03,Pujehun,Barri,Sonjor,Batoma,NA,NA,NA,The chief and the community said that they will always use the A.B.C method just to tap the Ebola in the country,NA,NA
2015-06-03,Pujehun,Barri,Sonjor,Kamehia,NA,NA,NA,They no longer accept strangers,NA,NA
2015-06-04,Pujehun,Barri,Sonjor,Gboyama,NA,NA,NA,They now report death cases in the community,NA,NA
2015-06-05,Pujehun,Barri,Sonjor,Kouma,NA,NA,NA,NA,NA,NA
2015-06-03,Pujehun,G/Perri,Dakona Perri,Fonifoh,1,It is the only way to fight this Ebola in our country,NA,They have change on their traditional belief and medical way that any one who is sick must be taken to the health centre for medical treatment,NA,NA
2015-06-03,Pujehun,G/Perri,Dakona Perri,Potehun,NA,NA,NA,The community people have change for visiting burial homes,NA,NA
2015-06-04,Pujehun,G/Perri,Dakona Perri,Liangay,1,It was law by the government that anyone who die most be buried by the team ,NA,The community people themselves spread the Ebola message through out the country,NA,NA
2015-06-05,Pujehun,G/Perri,Dakona Perri,Futta,1,For our freedom and movement onless the burial team conduct the burial,NA,They no longer hide sick people in this community,NA,NA
2015-06-03,Pujehun,G/Perri,Gendema,Njala,1,Because this being the only way to end this deadly virus so they were satisfied,NA,The community people are welcoming their loved ones that survive through Ebola virus(ie) they are welcome home,NA,NA
2015-06-03,Pujehun,G/Perri,Gendema,Nyadehun,0,NA,The safe and dignify burial are not in line with the traditional beliefs.,The people are co-operating with the bye laws inorder to meet this zero Ebola case in Sierra Leone,NA,NA
2015-06-04,Pujehun,G/Perri,Gendema,Vaama Perri,1,Because they now  give them mandate to give respect  to their loved ones,NA,People are not stigmatizing their love ones in the community instead they  are welcoming them home,NA,NA
2015-06-05,Pujehun,G/Perri,Gendema,Gendemawoi,1,They want to arrive at the zero Ebola case in this country,NA,The community people are now ready to help tarkle this dealy disease that is why they are now observing the rules and regulations that govern this fight to put down Ebola to meet this zero Ebola case,NA,NA
2015-06-10,Pujehun,Soro Gbema,Zoker 11/Kai Zomba,Wunjuma,1,They allow them to pray on the death body,NA,The people have now knowledge on Ebola are sensitising themselves to go to the clinic,NA,NA
2015-06-10,Pujehun,Soro Gbema,Zoker 11/Kai Zomba,Wunjuma,1,They allow them to follow them to the grave,NA,People now refer sick person to the health centre,NA,NA
2015-06-11,Pujehun,Soro Gbema,Zoker 11/Kai Zomba,Wunjuma,1,They allow them to pray on the body,NA,People now call the burial team immediately when death occur,NA,NA
2015-06-11,Pujehun,Soro Gbema,Zoker 11/Kai Zomba,Nyamana,1,They allow them to pray on their body and were followed to the grave yard,NA,people now isolate sick people and refre them to the health centre,NA,NA
2015-06-10,Pujehun,K.k.b,Lower Kayemba,Tuslu,0,NA,Because plastic burial is not their perfection,They believed in the reality of Ebola,"Food,water,toilet and sanitation facilities",NA
2015-06-10,Pujehun,K.k.b,Lower Kayemba,Massala,1,That will prevent us from E.V.D,NA,Sick has been reported in the community to the health center,State of emergency and remove the plastic burials,NA
2015-06-11,Pujehun,K.k.b,Lower Kayemba,Mamlun,1,Because it is a laid down law by government,NA,Death has now been reported by calling 117,"Education,water and toilet facilities",NA
2015-06-11,Pujehun,K.k.b,Lower Kayemba,Selebu,1,Because of our safety purpose,NA,Sick and death has now been reported by calling 117 and to the health centre,Agricultural activity and hygiene promotion,NA
2015-06-10,Pujehun,Barri,Jongba,Vaama I,1,We are satisfied with the burial team,NA,"We donâ€™t do any public gathering,we donâ€™t bury or wash dead bodies",NA,NA
2015-06-10,Pujehun,Barri,Jongba,Vaama Ii,1,"Yes, because the informations were not true",NA,"No public gathering,no wash or burial of dead bodies",NA,NA
2015-06-11,Pujehun,Barri,Jongba,Semabu,1,"Yes, because we partake in the process",NA,"We donâ€™t visit burial homes,we donâ€™t bury or wash dead bdies",NA,NA
2015-06-11,Pujehun,Barri,Jongba,Tuala,1,"Yes,because what we need for our team go by",NA,"We always call burial team,we always communicate with the health management team from Pujehun and the health workers i.e CHOs",NA,NA
2015-06-10,Pujehun,K.k.b,Samba,Massima,1,At the initial stage we thought it is politics but now we realised that Ebola is real,NA,The community people now realised that Ebola is real,NA,NA
2015-06-10,Pujehun,K.k.b,Samba,Dinsa,1,Because some amount of respect is being given to the dead,NA,The community people are strictly against strangers from entering their community,NA,NA
2015-06-11,Pujehun,K.k.b,Samba,Dopen Samba,1,We know that it is for our own good and to put Ebola to an end,NA,"For any sick case, the community people will report the matter to the health center to get quick treatment",NA,NA
2015-06-11,Pujehun,K.k.b,Samba,Nyagualun Samba,1,Because some family members are alowed to be part of the buial process,NA,People are now working very hard to put end to Ebola,NA,NA
2015-06-10,Pujehun,Malen,Kahaimo,Fayama I,1,The burial team will help to prevent us from getting Ebola,NA,Promoting handwashing ,NA,NA
2015-06-10,Pujehun,Malen,Kahaimo,Talia Ii,1,Because this can prevent them from so many sicknesses,NA,Avoid public gathering,NA,NA
2015-06-11,Pujehun,Malen,Upper Pemba,Fayama Ii,1,They were satisfy with the burial because of the current situation in the country,NA,Promoting handwashing and conducting general cleaning,NA,NA
2015-06-11,Pujehun,Malen,Kakpanda,Grima I,1,The burial team to eradicate Ebola out of the country,NA,Conducting general cleaning,NA,NA
