Trig_date,District,Chiefdom,Section,Name_of_community,t_q1,t_q2,t_q3,t_q4,t_q5,t_q6,t_q7,t_q8,t_q9,t_q10,t_q11
2015-01-16,Bonthe,Yawbeko,Kataway,Godama,NA ,1 ,1 ,Youth Leader ,Medium ,Late arrival of burial team is causing more harm ,what type of disease is Ebola that people have to fear ,Hand handshaking ,Hand handshaking is not allowancing of bush meat is not accepted ,No good drinking water ,
2015-01-16,Bonthe,Yawbeko,Bayagba,Mobaba,NA ,1 ,0 ,NA ,High ,Our children are no longer attending school due to Ebola ,When would Ebola finished out of our community country ,Body contact eating bush meat. ,No member of the community is allowed to attend burial ceremonies and not eating bush meat. ,expectation of money by the community people ,No toilette facilities. 
2015-01-16,Bonthe,Yawbeko,Mobulie,Mokankele,NA ,0 ,1 ,Contact tracer ,Very Low ,when will Ebola come to an end ,when schools and colleges will opened ,Touching dead bodies ,No body is allow to enter their community after Chapman be you community person nor strangers unknowingly to the Chief ,Community people should be giving priorities in trainings ,much mechanisms not in place 
2015-01-16,Kailahun,Luawa,Luawa Yiehun ,Buima ,NA ,1 ,1 ,Youth Chairman ,Very High ,The too much teenage pregnancy that is in the increase since there is no school. ,When will the school be reopen ,Gathering Keeping sick person Eating of forbidden animals Washing of died body ,We cannot undertake any tensorial activity No body is allowed to eat any forbidden animal ,NA ,NA 
2015-01-16,Kailahun,Jaluahun,Sei One ,Koikoima ,NA ,1 ,1 ,NA ,High ,How to take care of a sick person before the arrival of the medical team. ,Touching sick person washing dead bodies and going to Ebola affected areas.. ,No fishing and hunting no bathing in the rivers or streams. ,If the government have not got medicine for Ebola ,No health facility in their area ,NA 
2015-01-16,Pujehun,Barri,Sonjor I,Ballaylah,NA ,0 ,1 ,Womens Leader ,High ,hat Ebola should allow their children to learn ,When is Ebola going to end in Sierra Leone ,By touching an infected Ebola person ,They can rush to call 117 for sick person ,Many thanks were given to the Mobilizers taking their time to vis hard to reach community with a very big another thanks to the Restless Development Organization for their good job eel done ,They were happy to take part in the action plans but also comping they it chi difficult to up hold them 
2015-01-16,Pujehun,Barri,Jougba,Bayama,NA ,1 ,1 ,Ordinary Citizen ,Very High ,Government to provide free health care especially during the Ebola war ,When schools are going to reopening and when is Ebola going to finish ,By touching someone they is infected with Ebola By touching or washing dead bodies ,They cannot touch or wash deadbolt Can report all sick people to the Health Center a fine of Janelle 000s will be pay by anybody who violate these laws. ,The reopening of the schools The restriction of movement the costumes and traditions have been killed by this Ebola. ,Report sick person early Difficult for some community people to retro the death of their relatives 
2015-01-16,Pujehun,Barri,Dakona,Gbeigama,NA ,0 ,1 ,Imam ,Medium ,Their movement is restricted and the cost of living is escalating everyday ,When the Government will declare the country Ebola Free As to when Schools will be reopened ,Washing Of dead bookkeeping of strangers at home and hand shaking . ,If anyone is found eating bush meat in the community Hersh must pay marshaller ,That the Government should put in more for equipment for our Health workers so that they can fight this war and win at once. ,That it is difficult to refer early sick to the hospital 
2015-01-16,Pujehun,Barri,Fallay,Jaiyahun,NA ,1 ,1 ,Ordinary Citizen ,High ,To pray for Ebola to finish and let them have their freedom of movement ,When is Ebola going to end ,The Eating of bush meat ,No social activities is allowed in the community such as video shows and football ,Some stakeholders can still lodge their relatives without the consent of the chiefs ,Some people can still keep relatives that has left their community for long without the notice of the elders 
2015-01-16,Pujehun,Barri,Limba,Masailah,NA ,0 ,1 ,NA ,Very High ,HIV and other disease are destruction like Ebola virus as it has destroyed so many lives in this country ,Bush meat nonintoxicating the dead unaccommodating strangers unknown to authorities ,Always all bye-laws which have been implemented by the authorities are observed. Fro example e No night traveling before after wpm is not allowed ,We the community people want to see government giving us more free medical facilities before united masons declaring us Ebola free ,Almost all bye laws which have been implemented by the authorities are observed ,Taking the people or dead body out of the chiefdom En trying of the ambulance with high speed 
2015-01-16,Pujehun,Barri,Mallah,Njalla,NA ,1 ,1 ,NA ,Very High ,No education in our countrywoman has brought hard up on us which is really disturbing us ,When are we going to have freedom ,Body contact Hand shaking ,Hand shaking Body contact No fighting ,We are in need of hand pumps in our community We need health center in our community ,Poor monitoring of the Ebola bye-laws 
2015-01-16,Pujehun,Barri,Sonjor Ii,Sembehun,NA ,1 ,1 ,TEA ,Very High ,That with the help of God that Can make Ebola go out of the country ,What will they do if they on 117 and there is no respond Will they be allowed to do any burr in this case ,By contact with an infected Ebola person ,Anybody with any of the signs of Ebola will be transferred to the health center ,That they suggest for more burr teams to be trained at community or chiefdom levels ,That the mobilizers were just listening for the community to give them their views 
2015-01-16,Pujehun,Gallines Perri,Joyah,Foindu I,NA ,1 ,1 ,Ordinary Citizen ,Very High ,They want to start bring their love ones since Jehu is free from Ebola. ,When Ebola is going to end When schools are going to reopen ,Accommodation of strangers in the community. ,No one should visit burial home. Strangers are not allowed in the community. ,Price of commodities are very high ,Yes. Distance to the health center due to poor road network 
2015-01-16,Pujehun,Gallines Perri,Gendema Ii,Lorma,NA ,1 ,1 ,Contact Tracer ,Very High ,During the three days lock downtowner rice farms were destroyed by animals ,Have the government got any vaccine to cure this virus ,Having direct contact with vomit sweat. Touching the dead. ,No stranger is allowed in the community . Regular Washingtonian ,They thank God for there is no new case in the spat weeks in this district ,Yes. Hand Washing will not effective due to the absent of veronica bucket and soap 
2015-01-16,Pujehun,Gallines Perri,Kortugbu,Messima,NA ,1 ,1 ,Town Chief ,Very Low ,They need materials which they could use to burial their love ones ,When government is going to reopen schools ,Eating bush meat . No one should accommodate a stranger ,No one should eat bush meat. No one should provide accommodation for strangers. ,They need school in their community ,Yes. Hand Washing will not effective due to the absent of veronica bucket and soap 
2015-01-16,Pujehun,Gallines Perri,Bondoh,Miana,NA ,1 ,1 ,Youth Leader ,High ,Restriction of movement due to Ebola outbreak Opening of schools roads trade fair ,When is Ebola going to end ,Accommodation of strangers in the community ,No stranger is allowed in the community No one should eat bush meat. Avoid handshaking. ,Financial constrains Teenage pregnancy. ,Yes. But due to lack of availability of Veronica bucker and soap in the community. 
2015-01-16,Pujehun,Gallines Perri,Kemokai,Njawei,NA ,1 ,1 ,Town Chief ,Very High ,The government need to train burial team at community level ,When schools are going to reopen ,Touching sick person. Having body contact ,Strangers are not allowed in the community. Report all emergency cases. No one hold eat bush meat. ,Since the outbreak of Ebola prices of commodities are just increasing ,Yes. Distance to the health center due to poor road network 
2015-01-16,Pujehun,Gallines Perri,Gendema,Solaa,NA ,1 ,1 ,Ordinary Citizen ,Very High ,They want to know when Ebola is going to end ,When schools are going to reopen ,Accommodating a stranger in the community ,No crossing of borders ,they want Ebola to end so that pay pilgrimage to Mecca ,Yes. Poor coverage system and poor road network 
2015-01-16,Pujehun,Gallines Perri,Pelegbloh,Tongay,NA ,1 ,1 ,Youth Leader ,High ,When will they start their trade fairs. When will schools reopen. Woodhen Ebola will end ,When will they start their normal life ,Accommodation of strangers in the community ,No stranger is allowed to enter in the community. No one should eat bush meat. ,Government should control prices in food sulk ,They committee members may want to compromise with community people 
2015-01-16,Pujehun,Gallines Perri,Dakona,Tossor,NA ,1 ,1 ,Ordinary Citizen ,High ,The burial exercise ,The reopening of schools ,Touching the dead ,No music. Regular hand washing ,High cost of living. ,NA 
2015-01-16,Pujehun,Gallines Perri,Jakema,Wongifor,NA ,1 ,1 ,Town Chief ,High ,Transport cost is very high ,When Ebola is going to end ,Touching sick person. Having body contact ,No public gathering is allowed. No one should buried the dead. ,There is no health center in the community ,Yes. Distance to the health center due to poor road network 
2015-01-16,Pujehun,Gallines Perri,Mewah,Yatta Baoma,NA ,1 ,1 ,Imam ,High ,They want community member to be train to under take burial rite ,Why state of emergency for and not for other diseases ,Eating of bush meat ,Sick people should be reported to the health center ,Post Ebola enforcement of discipline in all offices ,Yes. Distance to the health center due to poor road network 
2015-01-16,Pujehun,Kpanga Krim,Gobaru I,Byama,NA ,1 ,1 ,KW ,Medium ,If avoid body contact becomes a by-law what will the breast feeding mothers do to feed their children ,While is it that women are still getting pregnant when you are every saying with avoid body contact ,By body contact e hand shaking ,Strangers are not allowed Should avoid eating bush meat No hand shaking ,That they are taking good care of themselves for them to province ,Yes Due family relationships e they will not enforce the action Plans 
2015-01-16,Pujehun,Kpanga Krim/Kabondeh,Gobaru Ii,Yonni,NA ,1 ,1 ,Youth Leader ,High ,Ebola has seized their freedom of movement and has also stopped their business as a sources of income ,When Ebola is going to end ,By encouraging strangers in the community ,By hand shaking with an infected Ebola person ,Avoid body contact e Avoid washing dead bodies ,Eradication of Ebola is a collective responsibilities 
2015-01-16,Pujehun,Makpele,Selemeh,Nyeyama,NA ,1 ,1 ,Youth Leader ,Very High ,They want schools to reopen and also the reopening of borders ,When Ebola is going to end and what will be the benefit that they will gain after Ebola ,Body contact. Accommodating strangers ,No body contact. No stranger is allowed. No handshaking. ,They need bed net to prevent them from malarial ,Due to family link some community will fail to obey the action points 
2015-01-16,Pujehun,Makpele,Seitua,Tokuima,NA ,1 ,1 ,KW ,Very High ,When schools are going to reopen ,When Ebola is going to end ,Touching a sick person ,No one should visit burial home ,Lack of community Health center ,Poor road network 
2015-01-16,Pujehun,Makpele,Kengo,Vaagua,NA ,1 ,1 ,Ordinary Citizen ,High ,Why do the burial team use the PEP ,When schools are going to reopen ,Treating an infected person ,No stranger is allowed in the community ,Poor toilet facility ,Poor road network 
2015-01-16,Pujehun,Makpele,Samagbe,Wonda,NA ,1 ,1 ,Youth Leader ,Low ,When the borders shall reopen ,Is the government going to supply food after Ebola ,Accommodating a stranger in the community ,No one should keep a stranger. No one should visit a quarantined home. ,They are lack of good drinking water ,Yes. But people may not want adhere to the bye-laws set by the government 
2015-01-16,Pujehun,Malen,Kowa,Bomuvulahun,NA ,1 ,1 ,Imam ,Medium ,That they just want Ebola to finish with an immediate effect ,No question was asked ,By accepting strangers in the community ,Strangers are not allowed ,Nothing ,Yes that they can carry out the action plans as required. 
2015-01-16,Pujehun,Malen,Bahoin/Senjela,Gangama,NA ,1 ,1 ,Sanitary Officer ,High ,Most of throe children are just getting pregnant due Ebola that has stopped them from going to school ,What about their domestic animals are they to them ,By conducting community burial ,By continuous prayer ,That the donations for bola is getting finished that is while the cases are getting down slowly ,To build an isolation center for the community 
2015-01-16,Pujehun,Peje,Pejeh West,Gobaru,NA ,1 ,1 ,Youth Leader ,High ,Restriction of human right such as movement ,What Government has put in place to Eradicate Ebola in the next months ,By touching body fluids of an infected person ,That nobody is allowed to go out of the community for the period of three weeks ,That the community is tired of hearing about Ebola ,Yes and that is poor road network and poor communication network 
2015-01-16,Pujehun,Peje,Futa Pejeh East,Massa,NA ,1 ,1 ,Ordinary Citizen ,Very High ,The the Government should open schools for their children ,At what time Ebola has will finish ,By avoid touching dead bodies and by lodging stringers ,All sick people must be referred to the health center failure to this a fine of Latherer must be paid ,Lack of good drinking water facilities ,that there have been too much of teenage pregnancy in the community 
2015-01-16,Pujehun,Soro Gbema,Massaquoi Ii,Gualu,NA ,1 ,1 ,Town Chief ,High ,Poor medical facility in the community ,What are the first aid treatment for Ebola patient ,Accommodating a stranger in the community ,Regular hand washing ,Lack of health facility due to poor road network ,Poor health facility and the absent of veronica bucket in the community 
2015-01-16,Pujehun,Soro Gbema,Zombo Ii,Helegbeima,NA ,1 ,1 ,Imam ,High ,They want the government to consider them in this Ebola fight ,How Ebola really thereabout Are schools going to reopen ,Keeping a sick person at home. Movement from one place to another. ,Report all burial cases. No body contact. No public gathering. ,They want the government to pay great attention to this deadly virus. ,Yes. Insufficient hand washing facilities 
2015-01-16,Pujehun,Soro Gbema,Zoker I,Kumala,NA ,1 ,1 ,Teacher ,High ,Their produce were destroyed during the three days locked down ,When schools and borders are going to reopen ,Fever ,No handshaking. NO one should eat bush meat. Frequent hand washing. ,Is there going to be any food supply after Ebola ,Enforcement of the bye-laws 
2015-01-16,Pujehun,Soro Gbema,Kemokai,Meiema,NA ,1 ,1 ,Town Chief ,Very High ,Is Ebola going to end ,When is Ebola going to end ,Touching of the dead ,No public gathering is allowed. ,NA ,NA 
2015-01-16,Pujehun,Sowa,Saba I,Fayama,NA ,1 ,1 ,Ordinary Citizen ,High ,What is our children hope towards education since the country has not yet be Ebola free ,What is our faith in Jehu district since we are nu Ebola free ,By touching an infected Ebola person ,No body contact Avoid eating bush meat No public gathering Stay away from sick people while calling 117 and frequent hand washing ,The serious problem is that Ebola survivors are contributing to the new out breaks within the districts ,Difficulty questions we are facing must be answered during team meetings to ease our stress 
2015-01-16,Pujehun,Sowa,Kangebai,Kebawana,NA ,1 ,1 ,Youth Leader ,High ,The reopening of schools ,When Ebola will come to an end e ,By washing of dead bodies ,Strangers are not allowed ,That the Ebola survivors should be isolated for the period of three months before realizing them ,Yes and that is the closing point 
2015-01-16,Pujehun,Sowa,Saba Ii,Kpetewoma,NA ,1 ,1 ,Town Chief ,High ,Th they are dissatisfied with the issue of closing down market Seumas centers in the villages ,When Ebola will come to an end ,By visiting quarantine homes ,Regular hand washing e Avoid home treatment ,That the Government should rehabilitate them their hand pump for good drinking water facilities ,Yes that it is difficult for them to reject their relatives 
2015-01-16,Pujehun,Sowa,Upper Geoma,Missila,NA ,1 ,1 ,Youth Leader ,Medium ,The burial teams are not giving respect to the dead bodies while burring ,When is the Ebola coming to an end ,By touching dead body ,Avoid body contact frequent hand Washingtonian peoples compound ,Her is reducing in farming due to the high cost of living and the local commodities are just depreciating in values ,No obstacle the community people were in voled in the plan bing of the action plans and they are ready to abide by them 
2015-01-16,Tonkolili,Gbonkolenken,Mayepoh,Mabetty,NA ,1 ,1 ,Youth Leader ,High ,When E bola will ended ,Health workers should try and stop Ebola ,Hand earthshaking bodybuilder containerizing strangulation ceremony ,No stigmatizations stranger is allowing one should keep sick person in your house ,Station is too much the government should provide food ,They are ready 
2015-01-16,Tonkolili,Gbonkolenken,Makonkorie,Maburrah,NA ,1 ,1 ,Chief ,Medium ,washing hand frequently ,when are go going to free from the lock down ,Washing the debouching sick people ,Provide sanitation eating bush meat ,Keeping our community always clean ,Lack of co operation by some community members 
2015-01-16,Tonkolili,Gbonkolenken,Yele Manowa,Ro Neite,NA ,1 ,1 ,Youth Leader ,High ,People should stop eating bush meat ,s it true that Ebola is a curse ,washing dead anybody shaking ,No stigmatizations stranger is allowing one should keep sick person in your house ,NA ,NA 
2015-01-16,Tonkolili,Gbonkolenken,NA,Ro Neite,NA ,1 ,NA ,NA ,High ,People should stop eating bush meat ,s it true that Ebola is a curse ,washing dead anybody shaking ,No stigmatizations stranger is allowing one should keep sick person in your house ,NA ,NA 
2015-01-16,Tonkolili,Gbonkolenken,Matamp,Royenkasa,NA ,1 ,1 ,Head man ,Very High ,Ebola is real and is the fastest killing disease ,Can Ebola be transmitted by shaking hand ,Hand shaking and washing dead body ,Np stranger is allowed and washing of the dead is not allowed ,They want women in the burial team ,The community is ready to support the action plan 
2015-01-16,Tonkolili,Gbonkolenken,NA,Royenkasa,NA ,1 ,NA ,NA ,Very High ,Ebola is real and is the fastest killing disease ,Can Ebola be transmitted by shaking hand ,Hand shaking and washing dead body ,Np stranger is allowed and washing of the dead is not allowed ,They want women in the burial team ,The community is ready to support the action plan 
2015-01-16,Tonkolili,Gbonkolenken,Upper Masakoh,Walebana,Last week ,1 ,1 ,Youth Leader ,High ,They must include women in the burial teammate burial must not drink alcohol before burial. ,When is Ebola going to Candace Ebola be cure ,Body contacting the dead taking care of the sick. ,House to house checksumming pointing stranger hiding of sick nonperson hunting of bush meat. ,They must include women in the burial team. ,NA 
2015-01-16,Tonkolili,Gbonkolenken,Upper Masakoh,Walebana,NA ,1 ,NA ,Youth Leader ,High ,They must include women in the burial teammate burial must not drink alcohol before burial. ,When is Ebola going to Candace Ebola be cure ,Body contacting the dead taking care of the sick. ,House to house checksumming pointing stranger hiding of sick nonperson hunting of bush meat. ,They must include women in the burial team. ,NA 
2015-01-16,Tonkolili,Gbonkolenken,NA,Walebana,NA ,1 ,NA ,NA ,High ,They must include women in the burial teammate burial must not drink alcohol before burial. ,When is Ebola going to Candace Ebola be cure ,Body contacting the dead taking care of the sick. ,House to house checksumming pointing stranger hiding of sick nonperson hunting of bush meat. ,They must include women in the burial team. ,NA 
2015-01-16,Tonkolili,Kafe Simiria,Mabonto,Maforeka,4 weeks or more ,1 ,1 ,Youth Leader ,High ,Women's should be included in the burial team ,It is true the Ebola still have five month more to go ,Body contact Hand shaking ,No hand shaking no eating of bush meat ,NA ,House to house check will not be too effective since is a voluntary job 
2015-01-16,Tonkolili,Kafe Simiria,Mayasso,Maketia,NA ,1 ,1 ,Youth leader ,High ,Is there any drug for Ebola ,When will schools reopen ,Caring for sick person and bring the dead ,Strangers are not allowed native doctors regular hand washing no community burial ,What about malaria typhoid and other diseases are they not similar to Ebola ,Lack of participation from all members of the community 
2015-01-16,Tonkolili,Kafe Simiria,Makonthandae,Makonthandae,NA ,1 ,1 ,Village Champion ,High ,The people are concerned about the taking of fluid from a dead body before burial ,Why is it that Government doesn't provide Community Care Centers at section level ,Body contacting of bush meat and visiting burial homes ,No body is allowed to keep sick person at home no hand shaking ,The people agree to setup the tax force committee ,NA 
2015-01-16,Tonkolili,Kafe Simiria,Makelfa,Nenekroh,NA ,1 ,1 ,Youth member ,Very High ,They want Government to reopen schools ,In case of poor road network to the health facilitatory should we do with sick people ,Touching the sick washing of dead bodies ,Mounting of check point Hand washing ,Government should provide a vaccine for the Ebola virus disease ,NA 
2015-01-16,Tonkolili,Kallansogoia,Songonie,Farrthur,NA ,1 ,1 ,Village Champion ,Very High ,We relay need trainings on Ebola to help fight the virus ,Why ambulances are not supplied to chiefdoms ,Hand shaking Body contextualize intercourse ,Strangers entering the village must see the chief Checkpoint must be highly recognizer Corfu at night ,They need to involved the community people in the burial team at chiefdom level ,Lack of the ability to record data to some extent 
2015-01-16,Tonkolili,Kallansogoia,Songonie,Farrthur,NA ,1 ,NA ,Village Champion ,Very High ,We relay need trainings on Ebola to help fight the virus ,Why ambulances are not supplied to chiefdoms ,Hand shaking Body contextualize intercourse ,Strangers entering the village must see the chief Checkpoint must be highly recognizer Corfu at night ,They need to involved the community people in the burial team at chiefdom level ,Lack of the ability to record data to some extent 
2015-01-16,Tonkolili,Kallansogoia,NA,Farrthur,NA ,1 ,NA ,NA ,Very High ,We relay need trainings on Ebola to help fight the virus ,Why ambulances are not supplied to chiefdoms ,Hand shaking Body contextualize intercourse ,Strangers entering the village must see the chief Checkpoint must be highly recognizer Corfu at night ,They need to involved the community people in the burial team at chiefdom level ,Lack of the ability to record data to some extent 
2015-01-16,Tonkolili,Kallansogoia,Lower,Gboro,NA ,0 ,1 ,Ordinary Citizen ,Medium ,We are concern about when will Ebola ,When will we have Ebola free Sierra Leone ,Body contact keeping sick at home ,No public gathering no traveling after wpm ,We should pay more attention on Ebola as the case char reducing ,NA 
2015-01-16,Tonkolili,Kallansogoia,Lower,Gboro,NA ,1 ,NA ,Ordinary Citizen ,Medium ,We are concern about when will Ebola ,When will we have Ebola free Sierra Leone ,Body contact keeping sick at home ,No public gathering no traveling after wpm ,We should pay more attention on Ebola as the case char reducing ,NA 
2015-01-16,Tonkolili,Kallansogoia,NA,Gboro,NA ,1 ,NA ,NA ,Medium ,We are concern about when will Ebola ,When will we have Ebola free Sierra Leone ,Body contact keeping sick at home ,No public gathering no traveling after wpm ,We should pay more attention on Ebola as the case char reducing ,NA 
2015-01-16,Tonkolili,Kallansogoia,Bassaia,Kasikoro,NA ,1 ,1 ,Ordinary Citizen ,Very High ,Government should help us with drinking wells ,When will Ebola end and when will schools reopen ,Burial visit hand shaking travelers ,No traveler no hiding of sick persons no burial visit ,NA ,NA 
2015-01-16,Tonkolili,Kallansogoia,NA,Kasikoro,NA ,1 ,NA ,NA ,Very High ,Government should help us with drinking wells ,When will Ebola end and when will schools reopen ,Burial visit hand shaking travelers ,No traveler no hiding of sick persons no burial visit ,NA ,NA 
2015-01-16,Tonkolili,Kallansogoia,Bassaia/Songoni,Makobokoh,NA ,1 ,1 ,Ordinary Citizen ,Medium ,If we all ab aid by the bye-laws we will beat Ebola ,When will we have Ebola free Sierra Leone ,Body contact eating seat animal body fluids ,No hand shaking hunting of bush meat ,Is Ebola only for the poor ,NA 
2015-01-16,Tonkolili,Kallansogoia,NA,Makobokoh,NA ,1 ,NA ,NA ,Medium ,If we all ab aid by the bye-laws we will beat Ebola ,When will we have Ebola free Sierra Leone ,Body contact eating seat animal body fluids ,No hand shaking hunting of bush meat ,Is Ebola only for the poor ,NA 
2015-01-16,Tonkolili,Kholifa Mabang,Kumrabai,Kumrabai Junction,NA ,1 ,1 ,Teacher ,High ,Proper checking and monitoring for sick people should be all over the country ,Who will stop Ebola ,Touching of sick person washing of dead condescending funeral moving from one place to another ,No public gathering no strangers allowed no secret society avoid body contact ,Delays in response of the burial teams ,NA 
2015-01-16,Tonkolili,Kholifa Mabang,NA,Kumrabai Junction,NA ,1 ,NA ,NA ,High ,Proper checking and monitoring for sick people should be all over the country ,Who will stop Ebola ,Touching of sick person washing of dead condescending funeral moving from one place to another ,No public gathering no strangers allowed no secret society avoid body contact ,Delays in response of the burial teams ,NA 
2015-01-16,Tonkolili,Kholifa Mabang,Mabang,Mamunta,NA ,1 ,1 ,Youth Leader ,High ,Government provide us with the burial equipment to conduct their burial ,Does the chlorine gives cancers ,By eating dead animal no public gathering through sex with an infected person ,No strangers are allowed hand shaking Mounting of check point ,Government should traditional people in the fight against Ebola virus ,NA 
2015-01-16,Tonkolili,Kholifa Mabang,NA,Mamunta,NA ,1 ,NA ,NA ,High ,Government provide us with the burial equipment to conduct their burial ,Does the chlorine gives cancers ,By eating dead animal no public gathering through sex with an infected person ,No strangers are allowed hand shaking Mounting of check point ,Government should traditional people in the fight against Ebola virus ,NA 
2015-01-16,Tonkolili,Kholifa Mabang,Maruniaseki,Roturble 2,NA ,1 ,1 ,Teacher ,Very High ,The people are concern about their freedom of movement ,Are you going to supply us with food ,Hand shaking body contacting bush meat ,No one should attest any burial out of their village if you are cough you will pay a fine of Latherer ,The people commend the burial team for allowing them to involve in the burial process ,NA 
2015-01-16,Tonkolili,Kholifa Mabang,NA,Roturble 2,NA ,1 ,NA ,NA ,Very High ,The people are concern about their freedom of movement ,Are you going to supply us with food ,Hand shaking body contacting bush meat ,No one should attest any burial out of their village if you are cough you will pay a fine of Latherer ,The people commend the burial team for allowing them to involve in the burial process ,NA 
2015-01-16,Tonkolili,Kholifa Mabang,Rokankrr,Upper Rokankrr,NA ,1 ,1 ,Headman ,High ,Ebola has stop their children educational progress ,Why is the Government paying huge amount of money to medical personnels ,Body contact partly eaten fruits by animals caring for the sick and visiting burial homes ,No strangers are allowed cleaning the environment no dual use of blade by different people ,The Government should try to provide medicine for the Ebola virus disease ,NA 
2015-01-16,Tonkolili,Kholifa Mabang,NA,Upper Rokankrr,NA ,1 ,NA ,NA ,High ,Ebola has stop their children educational progress ,Why is the Government paying huge amount of money to medical personnels ,Body contact partly eaten fruits by animals caring for the sick and visiting burial homes ,No strangers are allowed cleaning the environment no dual use of blade by different people ,The Government should try to provide medicine for the Ebola virus disease ,NA 
2015-01-16,Tonkolili,Kholifa Rowalla,Lal-Lenken,Malongba,NA ,1 ,1 ,Stakeholder ,Medium ,NA ,NA ,Visiting burials body contact hand shaking ,Hand washing No public gathering report all to the health center ,They are very much happy shareholding center and government should monitor health worker ,NA 
2015-01-16,Tonkolili,Kholifa Rowalla,Mamunta,Mamunta,NA ,1 ,1 ,Headman ,Very High ,Government should keep all survivors for three months before coming to their homes ,Has Government provided vaccines to cure Ebola ,Secret burial hand shaking washing dead bodies ,No strangers are allowed No public gathering ,No existence of medical drugs from P H U ,Financial constrains 
2015-01-16,Tonkolili,Kholifa Rowalla,Mayosor,Mayosor Line,NA ,1 ,1 ,Ordinary Citizen ,Low ,NA ,When will there be supply of basic necessities for us ,Washing dead bodies sick persons ,No washing of dead bodies ,Some N Go's play negative role ,Lack of community cooperation 
2015-01-16,Tonkolili,Kholifa Rowalla,Makump,Malong Village,NA ,1 ,1 ,Chairman ,Very High ,Government should try very hard to kick Ebola out of Sierra Leone ,NA ,Hand shaking touching sick people and dead bodies ,Mounting of check point no accommodation of strangers ,The by-laws should continue especially for people washing dead bodies ,The people Korella touch light and batteries for night patrols 
2015-01-16,Tonkolili,Kholifa Rowalla,Mayatha,Rogberoka,NA ,1 ,1 ,Youth member ,High ,There should be special ambulances for suspected and confirmed cases ,Why there is always lock down in Tonsillitis without suppling food in the communities ,Washing and touching of dead bodies touching sick people accommodation of strangers ,No body contact no hand shaking with strangers ,Government should set up a community health system in all parts of the country ,NA 
2015-01-16,Tonkolili,Kunike,Mamanso Sanka,Magbali,NA ,1 ,1 ,Town Chief ,Medium ,They need rubber and chlorine to wash their hand ,NA ,Eating bush meat lodging strangering dead bodies. ,No lodging of stranger bush meetinghouse to house search ,Government should provide rubber bucket and soap for the community ,Tax force committee is well organized 
2015-01-16,Tonkolili,Kunike,NA,Magbali,NA ,1 ,NA ,NA ,Medium ,They need rubber and chlorine to wash their hand ,NA ,Eating bush meat lodging strangering dead bodies. ,No lodging of stranger bush meetinghouse to house search ,Government should provide rubber bucket and soap for the community ,Tax force committee is well organized 
2015-01-16,Tonkolili,Kunike,Petifu Line,Magbasia,NA ,1 ,1 ,Women leader ,Medium ,What ensures has the government put in place to doctor end this out break in our countrywoman to pay a huge amount of money ,NA ,Body contacts shaking accommodation strangers ,No one is allow to buried the nobody contacts visitor after pm ,NA ,NA 
2015-01-16,Tonkolili,Kunike,NA,Magbasia,NA ,1 ,NA ,NA ,Medium ,What ensures has the government put in place to doctor end this out break in our countrywoman to pay a huge amount of money ,NA ,Body contacts shaking accommodation strangers ,No one is allow to buried the nobody contacts visitor after pm ,NA ,NA 
2015-01-16,Tonkolili,Kunike,Kenewa,Masorie,NA ,1 ,1 ,Youth Leader ,Very High ,let the government provide capacitate religious leader to take part in burial process ,Why is the Ebola virus is just the same with other disease ,Hand earthshaking bush meat ,No public crowbarring hand shaking ,NA ,The capacity of the community carrying out their action plans is accurate 
2015-01-16,Tonkolili,Kunike,NA,Masorie,NA ,1 ,NA ,NA ,Very High ,let the government provide capacitate religious leader to take part in burial process ,Why is the Ebola virus is just the same with other disease ,Hand earthshaking bush meat ,No public crowbarring hand shaking ,NA ,The capacity of the community carrying out their action plans is accurate 
2015-01-16,Tonkolili,Kunike,Masingbi,Mayatha,NA ,1 ,1 ,Youth Leader ,High ,The lock down is affecting them ,NA ,Washing of the debouching of the sick ,Strangers were return back ,The involvement or inclusion of community people to take part to burial their relative by the burial team ,Most of the task force member were engage in commercial labor given to them by the paramount chief 
2015-01-16,Tonkolili,Kunike,NA,Mayatha,NA ,1 ,NA ,NA ,High ,The lock down is affecting them ,NA ,Washing of the debouching of the sick ,Strangers were return back ,The involvement or inclusion of community people to take part to burial their relative by the burial team ,Most of the task force member were engage in commercial labor given to them by the paramount chief 
2015-01-16,Tonkolili,Kunike Barina,Makong ,Bokina,NA ,1 ,1 ,Youth leader ,Low ,How government treat this Ebola virus. ,Where did the virus come from. ,Body contacting ,Avoid visiting sick waitpeople washing the avoider lodging strangers ,The chlorine sometimes kill people in the vesicle ,NA 
2015-01-16,Tonkolili,Kunike Barina,NA,Bokina,NA ,1 ,NA ,NA ,Low ,How government treat this Ebola virus. ,Where did the virus come from. ,Body contacting ,Avoid visiting sick waitpeople washing the avoider lodging strangers ,The chlorine sometimes kill people in the vesicle ,NA 
2015-01-16,Tonkolili,Kunike Barina,Masaba,Gbi Kom,NA ,1 ,1 ,Village Head ,Medium ,Government should try and provide a vaccine that will kill Ebola ,When will Ebola end ,There is no cure message ,A woman was fined latherer for failing to report a man who come to her as a stranger ,Since we now told Ebola can be curer will take all sick people either Ebola sign or not to the health center ,The community life in this community will render it difficult for their action plan 
